1,0,20,5,0,3
2,0,50,3,18,2
3,0,20,3,0,1
4,1,30,4,0,3
5,0,20,4,8,3
6,1,0,0,15,2
7,0,60,3,18,3
8,1,20,2,17,3
9,1,20,4,0,1
10,1,20,4,0,3
11,0,20,3,0,2
12,1,50,2,0,3
13,1,20,4,0,3
14,1,20,3,0,2
15,0,30,4,18,2
16,1,20,3,1,2
17,0,20,4,0,1
18,1,20,4,0,3
19,0,20,4,0,3
20,1,20,0,0,3
21,1,30,4,0,2
22,0,20,4,0,3
23,1,30,4,0,3
24,0,20,4,18,2
25,0,20,4,10,2
26,1,30,4,0,3
27,1,20,4,9,2
28,0,30,3,0,3
29,1,50,4,0,2
30,0,50,3,10,2
31,0,30,3,18,2
32,0,30,4,18,3
33,0,30,4,18,3
34,1,20,4,10,3
35,0,50,4,6,2
36,1,40,4,14,2
37,1,40,2,0,2
38,1,30,5,0,2
39,0,30,5,6,3
40,1,30,4,18,3
41,0,40,2,18,1
42,1,50,4,10,2
43,0,20,3,0,3
44,1,50,4,18,1
45,1,60,4,14,2
46,0,60,4,0,3
47,1,20,4,5,2
48,0,50,2,0,1
49,1,30,4,0,1
50,1,20,4,0,2
51,0,40,4,5,2
52,1,40,4,0,2
53,1,20,4,17,2
54,1,50,3,16,2
55,0,20,3,18,2
56,1,60,5,6,3
57,0,20,4,0,1
58,1,30,3,6,1
59,1,20,2,15,1
60,0,20,2,0,1
61,0,20,2,0,2
62,0,20,2,0,3
63,0,50,2,18,3
64,0,50,2,18,3
65,1,20,4,11,1
66,0,0,0,18,2
67,0,10,1,15,1
68,0,40,5,13,2
69,0,0,0,18,2
70,1,40,4,10,2
71,0,30,2,18,1
72,1,20,4,18,3
73,1,30,4,6,2
74,1,20,4,10,1
75,0,30,3,0,2
76,0,40,4,10,1
77,1,50,4,0,2
78,0,30,4,0,2
79,0,40,4,18,1
80,0,40,4,1,2
81,0,30,4,5,2
82,1,30,4,0,3
83,0,30,4,7,1
84,1,30,4,0,3
85,1,0,0,15,1
86,0,40,4,0,1
87,1,40,4,1,2
88,1,30,4,16,1
89,0,40,2,16,1
90,0,30,3,0,2
91,1,30,4,18,3
92,1,80,4,18,2
93,1,80,4,18,1
94,1,30,3,0,2
95,1,30,4,0,2
96,1,40,3,0,3
97,1,30,4,1,1
98,1,50,4,14,1
99,0,30,5,7,1
100,0,50,4,18,2
101,0,20,3,15,1
102,1,20,3,15,2
103,1,20,4,10,3
104,1,20,3,1,2
105,1,20,4,14,3
106,1,20,4,0,2
107,1,20,4,0,3
108,1,20,4,0,3
109,1,20,3,0,2
110,1,20,4,9,2
111,1,20,3,0,2
112,0,50,2,18,2
113,1,10,2,15,2
114,1,50,2,18,3
