1,0,20,5,0,2
2,0,50,3,18,1
3,0,20,3,0,3
4,1,30,4,0,2
5,0,20,4,8,3
6,1,0,0,15,1
7,0,60,3,18,1
8,1,20,2,17,1
9,1,20,4,0,2
10,1,20,4,0,2
11,0,20,3,0,3
12,1,50,2,0,2
13,1,20,4,0,2
14,1,20,3,0,2
15,0,30,4,18,3
16,1,20,3,1,2
17,1,20,4,0,2
18,0,20,4,0,3
19,1,20,0,0,2
20,1,30,4,0,2
21,0,20,4,0,3
22,1,30,4,0,2
23,0,20,4,18,1
24,0,20,4,10,3
25,1,30,4,0,2
26,1,20,4,9,2
27,0,30,3,0,3
28,1,50,4,0,2
29,0,50,3,10,1
30,0,30,3,18,3
31,0,30,4,18,3
32,0,30,4,18,3
33,1,20,4,10,2
34,0,50,4,6,2
35,1,40,4,14,2
36,1,40,2,0,2
37,1,30,5,0,2
38,0,30,5,6,2
39,1,30,4,18,3
40,0,40,2,18,1
41,1,50,4,10,2
42,0,20,3,0,3
43,1,50,4,18,1
44,1,60,4,14,2
45,0,60,4,0,2
46,1,20,4,5,2
47,0,50,2,0,2
48,1,30,4,0,2
49,1,20,4,0,2
50,0,40,4,5,2
51,1,40,4,0,2
52,1,20,4,17,3
53,1,50,3,16,1
54,0,20,3,18,1
55,1,60,5,6,2
56,0,20,4,0,3
57,1,30,3,6,2
58,1,20,2,15,1
59,0,20,2,0,2
60,0,20,2,0,2
61,0,50,2,18,1
62,0,50,2,18,1
63,1,20,4,11,2
64,0,0,0,18,1
65,0,10,1,15,1
66,0,40,5,13,1
67,0,0,0,18,1
68,1,40,4,10,2
69,0,30,2,18,1
70,1,20,4,18,3
71,1,30,4,6,2
72,1,20,4,10,2
73,0,30,3,0,3
74,0,40,4,10,1
75,1,50,4,0,2
76,0,30,4,0,3
77,0,40,4,18,1
78,0,40,4,1,2
79,0,30,4,5,3
80,1,30,4,0,2
81,0,30,4,7,3
82,1,30,4,0,2
83,1,0,0,15,1
84,1,40,4,1,2
85,1,30,4,16,3
86,0,40,2,16,1
87,0,30,3,0,3
88,1,30,4,18,3
89,1,80,4,18,1
90,1,80,4,18,1
91,1,30,3,0,2
92,1,30,4,0,2
93,1,40,3,0,2
94,1,50,4,14,2
95,0,50,4,18,1
96,0,20,3,15,1
97,1,20,3,15,3
98,1,20,4,10,2
99,1,20,3,1,2
100,1,20,4,14,3
101,1,20,4,0,2
102,1,20,4,0,2
103,1,20,4,0,2
104,1,20,3,0,2
105,1,20,4,9,2
106,1,20,3,0,2
107,0,50,2,18,1
108,1,10,2,15,1
109,1,50,2,18,1
