1,0,20,5,0,3
2,0,50,3,18,2
3,0,20,3,0,2
4,1,30,4,0,3
5,0,20,4,8,2
6,1,0,0,15,2
7,0,60,3,18,2
8,1,20,2,17,2
9,1,20,4,0,3
10,1,20,4,0,3
11,0,20,3,0,2
12,1,50,2,0,2
13,1,20,4,0,3
14,1,20,3,0,2
15,0,30,4,18,2
16,1,20,3,1,2
17,0,20,4,0,3
18,1,20,4,0,3
19,0,20,4,0,3
20,1,20,0,0,2
21,1,30,4,0,3
22,0,20,4,0,3
23,1,30,4,0,3
24,0,20,4,18,2
25,0,20,4,10,2
26,1,30,4,0,3
27,1,20,4,9,2
28,0,30,3,0,3
29,1,50,4,0,3
30,0,50,3,10,2
31,0,30,3,18,2
32,0,30,4,18,2
33,0,30,4,18,2
34,1,20,4,10,2
35,0,50,4,6,2
36,1,40,4,14,2
37,1,40,2,0,2
38,1,30,5,0,3
39,0,30,5,6,3
40,1,30,4,18,2
41,0,40,2,18,2
42,1,50,4,10,2
43,0,20,3,0,2
44,1,50,4,18,2
45,1,60,4,14,2
46,0,60,4,0,2
47,1,20,4,5,2
48,0,50,2,0,2
49,1,30,4,0,3
50,1,20,4,0,3
51,0,40,4,5,2
52,1,40,4,0,3
53,1,20,4,17,2
54,1,50,3,16,2
55,0,20,3,18,2
56,1,60,5,6,2
57,0,20,4,0,3
58,1,30,3,6,2
59,1,20,2,15,2
60,0,20,2,0,2
61,0,20,2,0,2
62,0,20,2,0,2
63,0,50,2,18,2
64,0,50,2,18,2
65,1,20,4,11,2
66,0,0,0,18,1
67,0,10,1,15,2
68,0,40,5,13,2
69,0,0,0,18,1
70,1,40,4,10,2
71,0,30,2,18,2
72,1,20,4,18,2
73,1,30,4,6,3
74,1,20,4,10,2
75,0,30,3,0,3
76,0,40,4,10,2
77,1,50,4,0,3
78,0,30,4,0,3
79,0,40,4,18,2
80,0,40,4,1,3
81,0,30,4,5,3
82,1,30,4,0,3
83,0,30,4,7,3
84,1,30,4,0,3
85,1,0,0,15,2
86,0,40,4,0,3
87,1,40,4,1,3
88,1,30,4,16,2
89,0,40,2,16,2
90,0,30,3,0,3
91,1,30,4,18,2
92,1,80,4,18,2
93,1,80,4,18,2
94,1,30,3,0,3
95,1,30,4,0,3
96,1,40,3,0,2
97,1,30,4,1,3
98,1,50,4,14,2
99,0,30,5,7,3
100,0,50,4,18,2
101,0,20,3,15,2
102,1,20,3,15,2
103,1,20,4,10,2
104,1,20,3,1,2
105,1,20,4,14,2
106,1,20,4,0,3
107,1,20,4,0,3
108,1,20,4,0,3
109,1,20,3,0,2
110,1,20,4,9,2
111,1,20,3,0,2
112,0,50,2,18,2
113,1,10,2,15,2
114,1,50,2,18,2
